;Frechet distance;Metabolite;Vendor-defined super-pathway;Vendor-defined sub-pathway;Fluid;Platform;KEGG;HMDB;ID;labels
2360;24,2547;PE(18:1/18:1);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022076;PE(18:1/18:1) [P, Lipidyzer]
2361;24,3136;TAG58:2-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021809;TAG58:2-FA18:1 [P, Lipidyzer]
2362;24,4099;PC(12:0/18:2);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021926;PC(12:0/18:2) [P, Lipidyzer]
2363;24,485;TAG58:9-FA18:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021833;TAG58:9-FA18:2 [P, Lipidyzer]
2364;24,9331;PE(17:0/22:5);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022055;PE(17:0/22:5) [P, Lipidyzer]
2365;25,0117;PE(P-16:0/20:2);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022122;PE(P-16:0/20:2) [P, Lipidyzer]
2366;25,0254;TAG42:2-FA12:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021337;TAG42:2-FA12:0 [P, Lipidyzer]
2367;25,0636;TAG57:2-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021800;TAG57:2-FA18:1 [P, Lipidyzer]
2368;25,0976;DAG(14:0/20:4);Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021851;DAG(14:0/20:4) [P, Lipidyzer]
2369;25,112;PE(18:1/22:4);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022085;PE(18:1/22:4) [P, Lipidyzer]
2370;25,1489;PC(18:2/22:4);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022022;PC(18:2/22:4) [P, Lipidyzer]
2371;25,5106;TAG58:9-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021832;TAG58:9-FA18:1 [P, Lipidyzer]
2372;25,5182;TAG58:9-FA22:6;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021836;TAG58:9-FA22:6 [P, Lipidyzer]
2373;25,814;PE(17:0/18:2);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022050;PE(17:0/18:2) [P, Lipidyzer]
2374;26,0471;TAG58:8-FA22:6;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021831;TAG58:8-FA22:6 [P, Lipidyzer]
2375;26,0624;TAG58:8-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021826;TAG58:8-FA18:1 [P, Lipidyzer]
2376;26,3453;DCER(16:0);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022255;DCER(16:0) [P, Lipidyzer]
2377;26,4915;LCER(22:0);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022252;LCER(22:0) [P, Lipidyzer]
2378;26,587;PE(18:2/14:1);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022088;PE(18:2/14:1) [P, Lipidyzer]
2379;27,9847;PE(18:2/18:3);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022091;PE(18:2/18:3) [P, Lipidyzer]
2380;28,1133;PE(18:1/20:1);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022079;PE(18:1/20:1) [P, Lipidyzer]
2381;28,7;HCER(18:1);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022241;HCER(18:1) [P, Lipidyzer]
2382;29,2763;DAG(14:1/16:0);Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021853;DAG(14:1/16:0) [P, Lipidyzer]
2383;29,9709;DAG(16:1/18:0);Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021869;DAG(16:1/18:0) [P, Lipidyzer]
2384;31,4342;PE(18:1/18:3);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022078;PE(18:1/18:3) [P, Lipidyzer]
2385;33,4683;DAG(14:0/14:0);Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021844;DAG(14:0/14:0) [P, Lipidyzer]
2386;NA;3-hydroxyquinine;Xenobiotics;Drug;Urine;Metabolon HD4 [nt-ms];C07344;HMDB01091;2091120;3-hydroxyquinine [U, nt-ms]
2387;NA;butyrylcarnitine;Lipids;Fatty Acid Metabolism (also BCAA Metabolism);Urine;Metabolon HD4 [nt-ms];C02862;HMDB02013;2090715;butyrylcarnitine [U, nt-ms]
2388;NA;DAG(14:0/22:6);Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021852;DAG(14:0/22:6) [P, Lipidyzer]
2389;NA;DAG(16:1/20:2);Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021874;DAG(16:1/20:2) [P, Lipidyzer]
2390;NA;DCER(20:0);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022256;DCER(20:0) [P, Lipidyzer]
2391;NA;DCER(26:0);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022261;DCER(26:0) [P, Lipidyzer]
2392;NA;M129.0522696;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030171;M129.0522696 [BC, ICR]
2393;NA;M136.0733385;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030172;M136.0733385 [BC, ICR]
2394;NA;M163.0390061;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030173;M163.0390061 [BC, ICR]
2395;NA;M167.0678979;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030174;M167.0678979 [BC, ICR]
2396;NA;M174.1277596;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030175;M174.1277596 [BC, ICR]
2397;NA;M175.1329007;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030176;M175.1329007 [BC, ICR]
2398;NA;M177.0546524;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030177;M177.0546524 [BC, ICR]
2399;NA;M178.0355168;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030178;M178.0355168 [BC, ICR]
2400;NA;M179.1066847;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030179;M179.1066847 [BC, ICR]
2401;NA;M180.0866758;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030180;M180.0866758 [BC, ICR]
2402;NA;M181.1223366;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030181;M181.1223366 [BC, ICR]
2403;NA;M183.0991964;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030182;M183.0991964 [BC, ICR]
2404;NA;M185.153639;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030183;M185.153639 [BC, ICR]
2405;NA;M195.0652118;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030184;M195.0652118 [BC, ICR]
2406;NA;M195.0992153;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030185;M195.0992153 [BC, ICR]
2407;NA;M195.1015962;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030186;M195.1015962 [BC, ICR]
2408;NA;M197.0784641;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030187;M197.0784641 [BC, ICR]
2409;NA;M197.1148396;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030188;M197.1148396 [BC, ICR]
2410;NA;M199.0941128;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030189;M199.0941128 [BC, ICR]
2411;NA;M199.1692784;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030190;M199.1692784 [BC, ICR]
2412;NA;M200.0174486;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030191;M200.0174486 [BC, ICR]
2413;NA;M201.1121543;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030192;M201.1121543 [BC, ICR]
2414;NA;M203.0526231;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030193;M203.0526231 [BC, ICR]
2415;NA;M204.0559785;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030194;M204.0559785 [BC, ICR]
2416;NA;M204.1230391;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030195;M204.1230391 [BC, ICR]
2417;NA;M205.0682757;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030196;M205.0682757 [BC, ICR]
2418;NA;M205.0859337;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030197;M205.0859337 [BC, ICR]
2419;NA;M206.0892893;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030198;M206.0892893 [BC, ICR]
2420;NA;M209.0784371;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030199;M209.0784371 [BC, ICR]
2421;NA;M209.1148202;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030200;M209.1148202 [BC, ICR]
2422;NA;M211.0940798;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030201;M211.0940798 [BC, ICR]
2423;NA;M213.1485178;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030202;M213.1485178 [BC, ICR]
2424;NA;M213.1597588;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030203;M213.1597588 [BC, ICR]
2425;NA;M214.163113;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030204;M214.163113 [BC, ICR]
2426;NA;M216.195818;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030205;M216.195818 [BC, ICR]
2427;NA;M217.0471328;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030206;M217.0471328 [BC, ICR]
2428;NA;M217.0835098;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030207;M217.0835098 [BC, ICR]
2429;NA;M218.1386785;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030208;M218.1386785 [BC, ICR]
2430;NA;M219.1743443;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030209;M219.1743443 [BC, ICR]
2431;NA;M221.1172136;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030210;M221.1172136 [BC, ICR]
2432;NA;M221.1535997;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030211;M221.1535997 [BC, ICR]
2433;NA;M223.0940905;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030212;M223.0940905 [BC, ICR]
2434;NA;M223.0964804;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030213;M223.0964804 [BC, ICR]
2435;NA;M223.1304502;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030214;M223.1304502 [BC, ICR]
2436;NA;M225.1097244;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030215;M225.1097244 [BC, ICR]
2437;NA;M225.1961431;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030216;M225.1961431 [BC, ICR]
2438;NA;M227.1753972;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030217;M227.1753972 [BC, ICR]
2439;NA;M227.2005553;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030218;M227.2005553 [BC, ICR]
2440;NA;M228.1206278;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030219;M228.1206278 [BC, ICR]
2441;NA;M228.1787575;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030220;M228.1787575 [BC, ICR]
2442;NA;M228.2321884;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030221;M228.2321884 [BC, ICR]
2443;NA;M229.1797333;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030222;M229.1797333 [BC, ICR]
2444;NA;M229.2355372;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030223;M229.2355372 [BC, ICR]
2445;NA;M232.1695747;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030224;M232.1695747 [BC, ICR]
2446;NA;M235.1304417;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030225;M235.1304417 [BC, ICR]
2447;NA;M235.1416913;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030226;M235.1416913 [BC, ICR]
2448;NA;M235.1692516;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030227;M235.1692516 [BC, ICR]
2449;NA;M236.1726037;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030228;M236.1726037 [BC, ICR]
2450;NA;M237.1460998;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030229;M237.1460998 [BC, ICR]
2451;NA;M237.1849036;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030230;M237.1849036 [BC, ICR]
2452;NA;M238.1437614;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030231;M238.1437614 [BC, ICR]
2453;NA;M239.12538;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030232;M239.12538 [BC, ICR]
2454;NA;M239.1617509;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030233;M239.1617509 [BC, ICR]
2455;NA;M242.1750562;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030234;M242.1750562 [BC, ICR]
2456;NA;M242.2114546;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030235;M242.2114546 [BC, ICR]
2457;NA;M243.2318483;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030236;M243.2318483 [BC, ICR]
2458;NA;M245.0784188;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030237;M245.0784188 [BC, ICR]
2459;NA;M249.1573414;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030238;M249.1573414 [BC, ICR]
2460;NA;M249.182481;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030239;M249.182481 [BC, ICR]
2461;NA;M249.1848951;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030240;M249.1848951 [BC, ICR]
2462;NA;M250.2141332;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030241;M250.2141332 [BC, ICR]
2463;NA;M251.1253871;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030242;M251.1253871 [BC, ICR]
2464;NA;M251.1617024;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030243;M251.1617024 [BC, ICR]
2465;NA;M251.1641353;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030244;M251.1641353 [BC, ICR]
2466;NA;M251.2005517;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030245;M251.2005517 [BC, ICR]
2467;NA;M253.14101;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030246;M253.14101 [BC, ICR]
2468;NA;M253.1798159;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030247;M253.1798159 [BC, ICR]
2469;NA;M256.2634868;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030248;M256.2634868 [BC, ICR]
2470;NA;M257.1512022;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030249;M257.1512022 [BC, ICR]
2471;NA;M259.1668517;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030250;M259.1668517 [BC, ICR]
2472;NA;M260.1701895;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030251;M260.1701895 [BC, ICR]
2473;NA;M261.1485211;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030252;M261.1485211 [BC, ICR]
2474;NA;M262.1518704;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030253;M262.1518704 [BC, ICR]
2475;NA;M265.1070774;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030254;M265.1070774 [BC, ICR]
2476;NA;M268.1907161;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030255;M268.1907161 [BC, ICR]
2477;NA;M269.2474975;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030256;M269.2474975 [BC, ICR]
2478;NA;M270.2508544;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030257;M270.2508544 [BC, ICR]
2479;NA;M271.2631687;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030258;M271.2631687 [BC, ICR]
2480;NA;M272.2584008;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030259;M272.2584008 [BC, ICR]
2481;NA;M273.1097479;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030260;M273.1097479 [BC, ICR]
2482;NA;M273.1461092;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030261;M273.1461092 [BC, ICR]
2483;NA;M274.2740508;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030262;M274.2740508 [BC, ICR]
2484;NA;M275.1617728;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030263;M275.1617728 [BC, ICR]
2485;NA;M277.1798217;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030264;M277.1798217 [BC, ICR]
2486;NA;M279.1590779;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030265;M279.1590779 [BC, ICR]
2487;NA;M279.1930398;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030266;M279.1930398 [BC, ICR]
2488;NA;M279.2294489;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030267;M279.2294489 [BC, ICR]
2489;NA;M279.2317732;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030268;M279.2317732 [BC, ICR]
2490;NA;M280.1624261;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030269;M280.1624261 [BC, ICR]
2491;NA;M280.2328113;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030270;M280.2328113 [BC, ICR]
2492;NA;M281.1383444;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030271;M281.1383444 [BC, ICR]
2493;NA;M281.211112;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030272;M281.211112 [BC, ICR]
2494;NA;M282.1465831;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030273;M282.1465831 [BC, ICR]
2495;NA;M282.2791596;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030274;M282.2791596 [BC, ICR]
2496;NA;M283.2631587;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030275;M283.2631587 [BC, ICR]
2497;NA;M284.2947833;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030276;M284.2947833 [BC, ICR]
2498;NA;M286.2740645;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030277;M286.2740645 [BC, ICR]
2499;NA;M287.2216933;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030278;M287.2216933 [BC, ICR]
2500;NA;M288.2169325;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030279;M288.2169325 [BC, ICR]
2501;NA;M288.2897043;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030280;M288.2897043 [BC, ICR]
2502;NA;M289.1410952;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030281;M289.1410952 [BC, ICR]
2503;NA;M289.2930504;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030282;M289.2930504 [BC, ICR]
2504;NA;M291.2294529;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030283;M291.2294529 [BC, ICR]
2505;NA;M293.1723472;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030284;M293.1723472 [BC, ICR]
2506;NA;M293.208724;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030285;M293.208724 [BC, ICR]
2507;NA;M293.2451141;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030286;M293.2451141 [BC, ICR]
2508;NA;M294.2063656;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030287;M294.2063656 [BC, ICR]
2509;NA;M295.2267554;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030288;M295.2267554 [BC, ICR]
2510;NA;M297.2424161;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030289;M297.2424161 [BC, ICR]
2511;NA;M297.2787946;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030290;M297.2787946 [BC, ICR]
2512;NA;M299.1617578;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030291;M299.1617578 [BC, ICR]
2513;NA;M299.2580764;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030292;M299.2580764 [BC, ICR]
2514;NA;M299.2944466;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030293;M299.2944466 [BC, ICR]
2515;NA;M300.2896902;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030294;M300.2896902 [BC, ICR]
2516;NA;M301.1410259;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030295;M301.1410259 [BC, ICR]
2517;NA;M301.1774187;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030296;M301.1774187 [BC, ICR]
2518;NA;M302.1443958;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030297;M302.1443958 [BC, ICR]
2519;NA;M302.3053779;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030298;M302.3053779 [BC, ICR]
2520;NA;M303.1203103;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030299;M303.1203103 [BC, ICR]
2521;NA;M304.2610554;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030300;M304.2610554 [BC, ICR]
2522;NA;M305.2451133;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030301;M305.2451133 [BC, ICR]
2523;NA;M306.2427669;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030302;M306.2427669 [BC, ICR]
2524;NA;M307.2607552;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030303;M307.2607552 [BC, ICR]
2525;NA;M308.2067768;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030304;M308.2067768 [BC, ICR]
2526;NA;M308.2641116;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030305;M308.2641116 [BC, ICR]
2527;NA;M309.2036328;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030306;M309.2036328 [BC, ICR]
2528;NA;M311.164191;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030307;M311.164191 [BC, ICR]
2529;NA;M311.294456;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030308;M311.294456 [BC, ICR]
2530;NA;M312.2978168;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030309;M312.2978168 [BC, ICR]
2531;NA;M313.1434337;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030310;M313.1434337 [BC, ICR]
2532;NA;M315.1567442;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030311;M315.1567442 [BC, ICR]
2533;NA;M317.1149719;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030312;M317.1149719 [BC, ICR]
2534;NA;M317.2087251;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030313;M317.2087251 [BC, ICR]
2535;NA;M319.2607443;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030314;M319.2607443 [BC, ICR]
2536;NA;M321.2060325;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030315;M321.2060325 [BC, ICR]
2537;NA;M321.240028;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030316;M321.240028 [BC, ICR]
2538;NA;M322.209387;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030317;M322.209387 [BC, ICR]
2539;NA;M323.255668;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030318;M323.255668 [BC, ICR]
2540;NA;M324.2169418;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030319;M324.2169418 [BC, ICR]
2541;NA;M325.3101118;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030320;M325.3101118 [BC, ICR]
2542;NA;M331.284279;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030321;M331.284279 [BC, ICR]
2543;NA;M333.146141;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030322;M333.146141 [BC, ICR]
2544;NA;M333.2764054;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030323;M333.2764054 [BC, ICR]
2545;NA;M335.1253903;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030324;M335.1253903 [BC, ICR]
2546;NA;M337.2737199;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030325;M337.2737199 [BC, ICR]
2547;NA;M340.357374;Unknowns;Unknown;Breath condensate;In-house FTICR-MS [ICR];NA;NA;3030326;M340.357374 [BC, ICR]
